"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.pagename","Input.post_id","Input.comment_id","Input.comment","Answer.Language","Answer.question","Approve","Reject"
"3P7QK0GJ3TM7BM9CL0S5FP19F28Z2Y","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","36V4Q8R5ZK1RRIA8YPXDSPZQWR8QMX","A1DCGB72N1UIPT","Approved","Sat Oct 07 12:54:38 PDT 2017","Sat Oct 07 12:56:58 PDT 2017","Tue Oct 10 12:56:58 PDT 2017","Sat Oct 07 13:57:01 PDT 2017","","","140","100% (64/64)","100% (64/64)","100% (64/64)","wsj","8304333127_10156668072748128","10156668072748128_118612725482884","Rawad Aboul Hosn","wsj|8304333127_10156668072748128|10156668072748128_118612725482884|Rawad Aboul Hosn","6"
"3P7QK0GJ3TM7BM9CL0S5FP19F28Z2Y","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3QL2OFSM96JTFZLP58BILZZ9X2ICNF","A2T5CROJ0FWIJY","Approved","Sat Oct 07 12:57:05 PDT 2017","Sat Oct 07 13:15:37 PDT 2017","Tue Oct 10 13:15:37 PDT 2017","Sat Oct 07 13:57:01 PDT 2017","","","1112","100% (16/16)","100% (16/16)","100% (16/16)","wsj","8304333127_10156668072748128","10156668072748128_118612725482884","Rawad Aboul Hosn","wsj|8304333127_10156668072748128|10156668072748128_118612725482884|Rawad Aboul Hosn","5"
"3P7QK0GJ3TM7BM9CL0S5FP19F28Z2Y","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3QXNC7EIPIWOW5MFSIZT8X2OJO409B","A3CCQGGJFEE0GU","Approved","Sat Oct 07 12:56:17 PDT 2017","Sat Oct 07 12:56:21 PDT 2017","Tue Oct 10 12:56:21 PDT 2017","Sat Oct 07 13:57:01 PDT 2017","","","4","100% (24/24)","100% (24/24)","100% (24/24)","wsj","8304333127_10156668072748128","10156668072748128_118612725482884","Rawad Aboul Hosn","wsj|8304333127_10156668072748128|10156668072748128_118612725482884|Rawad Aboul Hosn","5"
"3U18MJKL1UNQSFNVF56HWF3MHFDCN3","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","37TRT2X24QSEM42YCANVH8CA6XDBJ3","AMVBZXM810ZMA","Approved","Sat Oct 07 12:59:01 PDT 2017","Sat Oct 07 13:00:29 PDT 2017","Tue Oct 10 13:00:29 PDT 2017","Sat Oct 07 13:57:04 PDT 2017","","","88","100% (61/61)","100% (61/61)","100% (61/61)","wsj","8304333127_10156668072748128","10156668072748128_161394614442840","Aadila Haneef","wsj|8304333127_10156668072748128|10156668072748128_161394614442840|Aadila Haneef","6"
"3U18MJKL1UNQSFNVF56HWF3MHFDCN3","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","38F5OAUN5NDVTM4IBT8U0TAZAFI7H8","A12SMSQ6D5227J","Approved","Sat Oct 07 12:55:28 PDT 2017","Sat Oct 07 12:55:31 PDT 2017","Tue Oct 10 12:55:31 PDT 2017","Sat Oct 07 13:57:04 PDT 2017","","","3","100% (44/44)","100% (44/44)","100% (44/44)","wsj","8304333127_10156668072748128","10156668072748128_161394614442840","Aadila Haneef","wsj|8304333127_10156668072748128|10156668072748128_161394614442840|Aadila Haneef","5"
"3U18MJKL1UNQSFNVF56HWF3MHFDCN3","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3I7DHKZYGN1WSMZTSA5XZOKQ3UA5FT","A1ZKYRW46JBCDV","Approved","Sat Oct 07 12:57:02 PDT 2017","Sat Oct 07 13:02:17 PDT 2017","Tue Oct 10 13:02:17 PDT 2017","Sat Oct 07 13:57:04 PDT 2017","","","315","100% (31/31)","100% (31/31)","100% (31/31)","wsj","8304333127_10156668072748128","10156668072748128_161394614442840","Aadila Haneef","wsj|8304333127_10156668072748128|10156668072748128_161394614442840|Aadila Haneef","5"
"36BTXXLZ2V98C928FXHGM1W8QZLR4T","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","30LB5CDZNCB32W4SWGTSLL4HYRT0ZR","A1ZKYRW46JBCDV","Approved","Sat Oct 07 12:57:06 PDT 2017","Sat Oct 07 13:02:35 PDT 2017","Tue Oct 10 13:02:35 PDT 2017","Sat Oct 07 13:57:31 PDT 2017","","","329","100% (31/31)","100% (31/31)","100% (31/31)","wsj","8304333127_10156668072748128","10156668072748128_464831927232395","Sara Avramovic","wsj|8304333127_10156668072748128|10156668072748128_464831927232395|Sara Avramovic","5"
"36BTXXLZ2V98C928FXHGM1W8QZLR4T","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","324G5B4FB39KIMYMDL19U1BIOYG07Z","A12SMSQ6D5227J","Approved","Sat Oct 07 12:56:13 PDT 2017","Sat Oct 07 12:56:17 PDT 2017","Tue Oct 10 12:56:17 PDT 2017","Sat Oct 07 13:57:31 PDT 2017","","","4","100% (44/44)","100% (44/44)","100% (44/44)","wsj","8304333127_10156668072748128","10156668072748128_464831927232395","Sara Avramovic","wsj|8304333127_10156668072748128|10156668072748128_464831927232395|Sara Avramovic","5"
"36BTXXLZ2V98C928FXHGM1W8QZLR4T","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3UN61F00HWQTVC42J55RGDY96IL5RO","A1DCGB72N1UIPT","Approved","Sat Oct 07 12:57:48 PDT 2017","Sat Oct 07 12:59:47 PDT 2017","Tue Oct 10 12:59:47 PDT 2017","Sat Oct 07 13:57:31 PDT 2017","","","119","100% (64/64)","100% (64/64)","100% (64/64)","wsj","8304333127_10156668072748128","10156668072748128_464831927232395","Sara Avramovic","wsj|8304333127_10156668072748128|10156668072748128_464831927232395|Sara Avramovic","5"
"3K2CEDRACB21WE46PQM78AEQ0B3TM3","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3EFE17QCRC6HCKOAZW65VK6VXTUSHF","A1DCGB72N1UIPT","Approved","Sat Oct 07 12:56:46 PDT 2017","Sat Oct 07 12:59:19 PDT 2017","Tue Oct 10 12:59:19 PDT 2017","Sat Oct 07 13:57:46 PDT 2017","","","153","100% (64/64)","100% (64/64)","100% (64/64)","wsj","8304333127_10156668072748128","10156668072748128_1406443002805378","Mohamed Mamdouh","wsj|8304333127_10156668072748128|10156668072748128_1406443002805378|Mohamed Mamdouh","6"
"3K2CEDRACB21WE46PQM78AEQ0B3TM3","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3SPJ0334214AZCV9M21FPJABR6UJYP","A12SMSQ6D5227J","Approved","Sat Oct 07 12:54:05 PDT 2017","Sat Oct 07 12:54:08 PDT 2017","Tue Oct 10 12:54:08 PDT 2017","Sat Oct 07 13:57:46 PDT 2017","","","3","100% (44/44)","100% (44/44)","100% (44/44)","wsj","8304333127_10156668072748128","10156668072748128_1406443002805378","Mohamed Mamdouh","wsj|8304333127_10156668072748128|10156668072748128_1406443002805378|Mohamed Mamdouh","5"
"3K2CEDRACB21WE46PQM78AEQ0B3TM3","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3YT88D1N08Z4UT43F28104EBXUZK3J","AMVBZXM810ZMA","Approved","Sat Oct 07 12:54:12 PDT 2017","Sat Oct 07 12:55:18 PDT 2017","Tue Oct 10 12:55:18 PDT 2017","Sat Oct 07 13:57:46 PDT 2017","","","66","100% (61/61)","100% (61/61)","100% (61/61)","wsj","8304333127_10156668072748128","10156668072748128_1406443002805378","Mohamed Mamdouh","wsj|8304333127_10156668072748128|10156668072748128_1406443002805378|Mohamed Mamdouh","5"
"3Y3CZJSZ9KUQ8S68T20QRT2MQVGR5Y","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3A1PQ49WVHIHI0PGMDRLZJJM7TI1H5","A1DCGB72N1UIPT","Approved","Sat Oct 07 12:54:42 PDT 2017","Sat Oct 07 12:57:04 PDT 2017","Tue Oct 10 12:57:04 PDT 2017","Sat Oct 07 13:57:08 PDT 2017","","","142","100% (64/64)","100% (64/64)","100% (64/64)","wsj","8304333127_10156668072748128","10156668072748128_116416582384883","Barbora Dudova & Andrej Michna nice? :D","wsj|8304333127_10156668072748128|10156668072748128_116416582384883|Barbora Dudova & Andrej Michna nice? :D","5"
"3Y3CZJSZ9KUQ8S68T20QRT2MQVGR5Y","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3I02618YA07P4EE27E9AJUQA4HPUP2","A3CMDYA9USA3MR","Approved","Sat Oct 07 12:56:36 PDT 2017","Sat Oct 07 13:09:05 PDT 2017","Tue Oct 10 13:09:05 PDT 2017","Sat Oct 07 13:57:08 PDT 2017","","","749","100% (29/29)","100% (29/29)","100% (29/29)","wsj","8304333127_10156668072748128","10156668072748128_116416582384883","Barbora Dudova & Andrej Michna nice? :D","wsj|8304333127_10156668072748128|10156668072748128_116416582384883|Barbora Dudova & Andrej Michna nice? :D","5"
"3Y3CZJSZ9KUQ8S68T20QRT2MQVGR5Y","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3S4AW7T80BJ0WV5P0GPLP9JW0U14LS","A3CCQGGJFEE0GU","Approved","Sat Oct 07 12:55:43 PDT 2017","Sat Oct 07 12:55:50 PDT 2017","Tue Oct 10 12:55:50 PDT 2017","Sat Oct 07 13:57:08 PDT 2017","","","7","100% (24/24)","100% (24/24)","100% (24/24)","wsj","8304333127_10156668072748128","10156668072748128_116416582384883","Barbora Dudova & Andrej Michna nice? :D","wsj|8304333127_10156668072748128|10156668072748128_116416582384883|Barbora Dudova & Andrej Michna nice? :D","5"
"3ZTE0JGGCET8A0N7GK6UB43R7PICOI","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3A0EX8ZRN8P4HTXXYAOYRVRYJ1MBYX","A2T5CROJ0FWIJY","Approved","Sat Oct 07 12:59:53 PDT 2017","Sat Oct 07 13:16:48 PDT 2017","Tue Oct 10 13:16:48 PDT 2017","Sat Oct 07 13:57:09 PDT 2017","","","1015","100% (16/16)","100% (16/16)","100% (16/16)","wsj","8304333127_10156668072748128","10156668072748128_668971703311927","Stap lie!","wsj|8304333127_10156668072748128|10156668072748128_668971703311927|Stap lie!","5"
"3ZTE0JGGCET8A0N7GK6UB43R7PICOI","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3F1567XTNW6CKYRE9GT8N3T6WS2Q9Z","A1ZKYRW46JBCDV","Approved","Sat Oct 07 12:59:05 PDT 2017","Sat Oct 07 13:04:36 PDT 2017","Tue Oct 10 13:04:36 PDT 2017","Sat Oct 07 13:57:09 PDT 2017","","","331","100% (31/31)","100% (31/31)","100% (31/31)","wsj","8304333127_10156668072748128","10156668072748128_668971703311927","Stap lie!","wsj|8304333127_10156668072748128|10156668072748128_668971703311927|Stap lie!","6"
"3ZTE0JGGCET8A0N7GK6UB43R7PICOI","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3YDGXNSEOZV5HOL66RGHK4XQGU2486","A12SMSQ6D5227J","Approved","Sat Oct 07 12:55:03 PDT 2017","Sat Oct 07 12:55:08 PDT 2017","Tue Oct 10 12:55:08 PDT 2017","Sat Oct 07 13:57:09 PDT 2017","","","5","100% (44/44)","100% (44/44)","100% (44/44)","wsj","8304333127_10156668072748128","10156668072748128_668971703311927","Stap lie!","wsj|8304333127_10156668072748128|10156668072748128_668971703311927|Stap lie!","5"
"3AC6MFV69KJBQCCU4LVC2T7B4LQHZY","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","32UTUBMZ7GXNDZ2STZ1EKWN41KJVB7","AMVBZXM810ZMA","Approved","Sat Oct 07 12:57:48 PDT 2017","Sat Oct 07 12:59:40 PDT 2017","Tue Oct 10 12:59:40 PDT 2017","Sat Oct 07 13:57:41 PDT 2017","","","112","100% (61/61)","100% (61/61)","100% (61/61)","wsj","8304333127_10156668072748128","10156668072748128_131769714134165","Wan Nurul Syuhada","wsj|8304333127_10156668072748128|10156668072748128_131769714134165|Wan Nurul Syuhada","6"
"3AC6MFV69KJBQCCU4LVC2T7B4LQHZY","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3DPNQGW4LLGIDA2IDCJJ0Q1ZAZC46K","A12SMSQ6D5227J","Approved","Sat Oct 07 12:54:51 PDT 2017","Sat Oct 07 12:54:54 PDT 2017","Tue Oct 10 12:54:54 PDT 2017","Sat Oct 07 13:57:41 PDT 2017","","","3","100% (44/44)","100% (44/44)","100% (44/44)","wsj","8304333127_10156668072748128","10156668072748128_131769714134165","Wan Nurul Syuhada","wsj|8304333127_10156668072748128|10156668072748128_131769714134165|Wan Nurul Syuhada","6"
"3AC6MFV69KJBQCCU4LVC2T7B4LQHZY","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3SEPORI8WN0Z392AOIQLARGU7D5AZS","A1DCGB72N1UIPT","Approved","Sat Oct 07 12:57:49 PDT 2017","Sat Oct 07 12:59:53 PDT 2017","Tue Oct 10 12:59:53 PDT 2017","Sat Oct 07 13:57:41 PDT 2017","","","124","100% (64/64)","100% (64/64)","100% (64/64)","wsj","8304333127_10156668072748128","10156668072748128_131769714134165","Wan Nurul Syuhada","wsj|8304333127_10156668072748128|10156668072748128_131769714134165|Wan Nurul Syuhada","6"
"3RZS0FBRWKBQV0Z8VKJ9048HHUECPZ","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","35GCEFQ6I5PZJO3PF3BBNJ2O13CZ3K","AMVBZXM810ZMA","Approved","Sat Oct 07 12:55:24 PDT 2017","Sat Oct 07 12:57:51 PDT 2017","Tue Oct 10 12:57:51 PDT 2017","Sat Oct 07 13:57:03 PDT 2017","","","147","100% (61/61)","100% (61/61)","100% (61/61)","wsj","8304333127_10156668072748128","10156668072748128_862768080557120","Nice","wsj|8304333127_10156668072748128|10156668072748128_862768080557120|Nice","5"
"3RZS0FBRWKBQV0Z8VKJ9048HHUECPZ","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3HRMW88U16R33P59HR3YDJ88JNB0MA","A3CMDYA9USA3MR","Approved","Sat Oct 07 12:56:35 PDT 2017","Sat Oct 07 13:03:52 PDT 2017","Tue Oct 10 13:03:52 PDT 2017","Sat Oct 07 13:57:03 PDT 2017","","","437","100% (29/29)","100% (29/29)","100% (29/29)","wsj","8304333127_10156668072748128","10156668072748128_862768080557120","Nice","wsj|8304333127_10156668072748128|10156668072748128_862768080557120|Nice","5"
"3RZS0FBRWKBQV0Z8VKJ9048HHUECPZ","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3IXEICO792K2UVH8SDKR8YDRQYT6TI","A1DCGB72N1UIPT","Approved","Sat Oct 07 12:54:46 PDT 2017","Sat Oct 07 12:57:10 PDT 2017","Tue Oct 10 12:57:10 PDT 2017","Sat Oct 07 13:57:03 PDT 2017","","","144","100% (64/64)","100% (64/64)","100% (64/64)","wsj","8304333127_10156668072748128","10156668072748128_862768080557120","Nice","wsj|8304333127_10156668072748128|10156668072748128_862768080557120|Nice","5"
"3LXX8KJXPWA6C2G440W39E2J14FO9D","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3RYC5T2D73UXOMML3KE5EJ3QXILPRT","A3KQEFX15OV461","Approved","Sat Oct 07 12:56:01 PDT 2017","Sat Oct 07 12:56:06 PDT 2017","Tue Oct 10 12:56:06 PDT 2017","Sat Oct 07 13:57:47 PDT 2017","","","5","100% (11/11)","100% (11/11)","100% (11/11)","wsj","8304333127_10156668072748128","10156668072748128_173391026554487","Vanessa Brill","wsj|8304333127_10156668072748128|10156668072748128_173391026554487|Vanessa Brill","5"
"3LXX8KJXPWA6C2G440W39E2J14FO9D","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3URFVVM165JJIIG8UN7CASSOEGWUZN","A3CMDYA9USA3MR","Approved","Sat Oct 07 12:57:01 PDT 2017","Sat Oct 07 13:23:35 PDT 2017","Tue Oct 10 13:23:35 PDT 2017","Sat Oct 07 13:57:47 PDT 2017","","","1594","100% (29/29)","100% (29/29)","100% (29/29)","wsj","8304333127_10156668072748128","10156668072748128_173391026554487","Vanessa Brill","wsj|8304333127_10156668072748128|10156668072748128_173391026554487|Vanessa Brill","5"
"3LXX8KJXPWA6C2G440W39E2J14FO9D","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3URFVVM165JJIIG8UN7CASSOEGWZUS","A1DCGB72N1UIPT","Approved","Sat Oct 07 12:56:02 PDT 2017","Sat Oct 07 12:58:33 PDT 2017","Tue Oct 10 12:58:33 PDT 2017","Sat Oct 07 13:57:47 PDT 2017","","","151","100% (64/64)","100% (64/64)","100% (64/64)","wsj","8304333127_10156668072748128","10156668072748128_173391026554487","Vanessa Brill","wsj|8304333127_10156668072748128|10156668072748128_173391026554487|Vanessa Brill","5"
"39WICJI5ATTWW45VP06AYZ61LG8Z39","3H5SGK4YKNZRAWNQO19WFYER8SO2GL","Evaluating prevalence of personal attacks","Thank you for helping us with our coding task. In this HIT we will ask you to read a comment from a Facebook conversation and judge whether the comment includes a personal attack.","news discussions, facebook comments, classification","$0.10","Sat Oct 07 12:52:14 PDT 2017","3","BatchId:2963695;OriginalHitTemplateId:920937336;","3600","259200","Sat Oct 14 12:52:14 PDT 2017","","","3EKVH9QMEY57V52AJL89DHET773D2P","A1DCGB72N1UIPT","Approved","Sat Oct 07 12:57:52 PDT 2017","Sat Oct 07 13:00:08 PDT 2017","Tue Oct 10 13:00:08 PDT 2017","Sat Oct 07 13:57:35 PDT 2017","","","136","100% (64/64)","100% (64/64)","100% (64/64)","wsj","8304333127_10156668072748128","10156668072748128_509283816092340","Jack Wilkinson","wsj|8304333127_10156668072748128|10156668072748128_509283816092340|Jack Wilkinson","5"
